ShimID,Customer Feedback,Breakage (Yes/No)
5463,Shim broke after 2 months,Yes
5464,Crack appeared,Yes
5465,Crack appeared,Yes
5466,Shim broke after 2 months,Yes
5467,"Positive, no issues",No
5468,Crack appeared,Yes
5469,Crack appeared,Yes
5470,Shim worn out quickly,Yes
5471,"Positive, no issues",No
5472,"Positive, no issues",No
5473,Shim broke after 2 months,Yes
5474,Shim broke after 2 months,Yes
5475,"Positive, no issues",No
5476,Shim broke after 2 months,Yes
5477,"Positive, no issues",No
5478,Shim broke after 2 months,Yes
5479,"Positive, no issues",No
5480,Shim worn out quickly,Yes
5481,Shim broke after 2 months,Yes
5482,Shim worn out quickly,Yes
5483,Shim broke after 2 months,Yes
5484,"Positive, no issues",No
5485,Shim broke after 2 months,Yes
5486,Crack appeared,Yes
5487,Shim worn out quickly,Yes
5488,"Positive, no issues",No
5489,Shim broke after 2 months,Yes
5490,Shim broke after 2 months,Yes
5491,Shim worn out quickly,Yes
5492,"Positive, no issues",No
5493,"Positive, no issues",No
5494,Shim worn out quickly,Yes
5495,"Positive, no issues",No
5496,Shim worn out quickly,Yes
5497,Crack appeared,Yes
5498,Crack appeared,Yes
5499,"Positive, no issues",No
5500,"Positive, no issues",No
5501,Shim broke after 2 months,Yes
5502,Shim broke after 2 months,Yes
5503,Shim worn out quickly,Yes
5504,"Positive, no issues",No
5505,Shim broke after 2 months,Yes
5506,Crack appeared,Yes
5507,Shim worn out quickly,Yes
5508,"Positive, no issues",No
5509,Crack appeared,Yes
5510,"Positive, no issues",No
5511,"Positive, no issues",No
5512,"Positive, no issues",No
5513,"Positive, no issues",No
5514,"Positive, no issues",No
5515,Shim broke after 2 months,Yes
5516,"Positive, no issues",No
5517,"Positive, no issues",No
5518,"Positive, no issues",No
5519,Shim broke after 2 months,Yes
5520,Shim worn out quickly,Yes
5521,Crack appeared,Yes
5522,"Positive, no issues",No
5523,"Positive, no issues",No
5524,"Positive, no issues",No
5525,Shim broke after 2 months,Yes
5526,"Positive, no issues",No
5527,Crack appeared,Yes
5528,Shim broke after 2 months,Yes
5529,Crack appeared,Yes
5530,"Positive, no issues",No
5531,Shim worn out quickly,Yes
5532,Shim worn out quickly,Yes
5533,"Positive, no issues",No
5534,Crack appeared,Yes
5535,"Positive, no issues",No
5536,Crack appeared,Yes
5537,"Positive, no issues",No
5538,Shim broke after 2 months,Yes
5539,"Positive, no issues",No
5540,Shim broke after 2 months,Yes
5541,Shim worn out quickly,Yes
5542,Shim broke after 2 months,Yes
5543,Shim worn out quickly,Yes
5544,Shim worn out quickly,Yes
5545,"Positive, no issues",No
5546,"Positive, no issues",No
5547,"Positive, no issues",No
5548,Shim broke after 2 months,Yes
5549,"Positive, no issues",No
5550,Shim worn out quickly,Yes
5551,Shim broke after 2 months,Yes
5552,Crack appeared,Yes
5553,Shim broke after 2 months,Yes
5554,"Positive, no issues",No
5555,Crack appeared,Yes
5556,"Positive, no issues",No
5557,"Positive, no issues",No
5558,Crack appeared,Yes
5559,"Positive, no issues",No
5560,Crack appeared,Yes
5561,"Positive, no issues",No
5562,"Positive, no issues",No
5563,"Positive, no issues",No
5564,Crack appeared,Yes
5565,Shim worn out quickly,Yes
5566,Crack appeared,Yes
5567,Shim broke after 2 months,Yes
5568,"Positive, no issues",No
5569,"Positive, no issues",No
5570,"Positive, no issues",No
5571,"Positive, no issues",No
5572,"Positive, no issues",No
5573,"Positive, no issues",No
5574,"Positive, no issues",No
5575,Crack appeared,Yes
5576,Crack appeared,Yes
5577,Shim broke after 2 months,Yes
5578,"Positive, no issues",No
5579,Shim worn out quickly,Yes
5580,"Positive, no issues",No
5581,Shim worn out quickly,Yes
5582,"Positive, no issues",No
5583,Shim worn out quickly,Yes
5584,"Positive, no issues",No
5585,"Positive, no issues",No
5586,Shim worn out quickly,Yes
5587,"Positive, no issues",No
5588,Shim broke after 2 months,Yes
5589,"Positive, no issues",No
5590,"Positive, no issues",No
5591,"Positive, no issues",No
5592,Shim broke after 2 months,Yes
5593,"Positive, no issues",No
5594,"Positive, no issues",No
5595,"Positive, no issues",No
5596,"Positive, no issues",No
5597,"Positive, no issues",No
5598,"Positive, no issues",No
5599,"Positive, no issues",No
5600,"Positive, no issues",No
5601,Shim worn out quickly,Yes
5602,"Positive, no issues",No
5603,"Positive, no issues",No
5604,"Positive, no issues",No
5605,"Positive, no issues",No
5606,"Positive, no issues",No
5607,Shim broke after 2 months,Yes
5608,Shim broke after 2 months,Yes
5609,Crack appeared,Yes
5610,"Positive, no issues",No
5611,Shim broke after 2 months,Yes
5612,Shim broke after 2 months,Yes
5613,Crack appeared,Yes
5614,Shim broke after 2 months,Yes
5615,"Positive, no issues",No
5616,Crack appeared,Yes
5617,Shim worn out quickly,Yes
5618,Shim worn out quickly,Yes
5619,Shim broke after 2 months,Yes
5620,Shim worn out quickly,Yes
5621,Crack appeared,Yes
5622,Shim worn out quickly,Yes
5623,Shim broke after 2 months,Yes
5624,Shim worn out quickly,Yes
5625,Shim broke after 2 months,Yes
5626,"Positive, no issues",No
5627,Crack appeared,Yes
5628,Shim worn out quickly,Yes
5629,"Positive, no issues",No
5630,Shim worn out quickly,Yes
5631,Crack appeared,Yes
5632,"Positive, no issues",No
5633,"Positive, no issues",No
5634,Shim worn out quickly,Yes
5635,"Positive, no issues",No
5636,"Positive, no issues",No
5637,"Positive, no issues",No
5638,Shim worn out quickly,Yes
5639,Crack appeared,Yes
5640,Shim broke after 2 months,Yes
5641,Crack appeared,Yes
5642,"Positive, no issues",No
5643,Shim broke after 2 months,Yes
5644,"Positive, no issues",No
5645,"Positive, no issues",No
5646,"Positive, no issues",No
5647,"Positive, no issues",No
5648,Shim broke after 2 months,Yes
5649,"Positive, no issues",No
5650,Shim broke after 2 months,Yes
5651,"Positive, no issues",No
5652,"Positive, no issues",No
5653,Shim broke after 2 months,Yes
5654,Crack appeared,Yes
5655,Shim broke after 2 months,Yes
5656,"Positive, no issues",No
5657,"Positive, no issues",No
5658,Shim broke after 2 months,Yes
5659,Crack appeared,Yes
5660,"Positive, no issues",No
5661,"Positive, no issues",No
5662,Crack appeared,Yes
5663,"Positive, no issues",No
5664,Shim worn out quickly,Yes
5665,Shim worn out quickly,Yes
5666,"Positive, no issues",No
5667,Shim broke after 2 months,Yes
5668,Crack appeared,Yes
5669,"Positive, no issues",No
5670,Crack appeared,Yes
5671,Shim broke after 2 months,Yes
5672,Shim broke after 2 months,Yes
5673,Shim worn out quickly,Yes
5674,"Positive, no issues",No
5675,Shim worn out quickly,Yes
5676,"Positive, no issues",No
5677,Crack appeared,Yes
5678,Crack appeared,Yes
5679,Shim broke after 2 months,Yes
5680,Shim broke after 2 months,Yes
5681,Shim worn out quickly,Yes
5682,Shim worn out quickly,Yes
5683,"Positive, no issues",No
5684,Crack appeared,Yes
5685,Shim broke after 2 months,Yes
5686,"Positive, no issues",No
5687,Shim worn out quickly,Yes
5688,Shim broke after 2 months,Yes
5689,"Positive, no issues",No
5690,Shim broke after 2 months,Yes
5691,Crack appeared,Yes
5692,"Positive, no issues",No
5693,Crack appeared,Yes
5694,"Positive, no issues",No
5695,Shim worn out quickly,Yes
5696,Shim broke after 2 months,Yes
5697,"Positive, no issues",No
5698,Shim broke after 2 months,Yes
5699,"Positive, no issues",No
5700,Crack appeared,Yes
5701,"Positive, no issues",No
5702,Shim broke after 2 months,Yes
5703,Crack appeared,Yes
5704,"Positive, no issues",No
5705,Shim broke after 2 months,Yes
5706,"Positive, no issues",No
5707,"Positive, no issues",No
5708,"Positive, no issues",No
5709,"Positive, no issues",No
5710,"Positive, no issues",No
5711,"Positive, no issues",No
5712,Shim worn out quickly,Yes
5713,Shim worn out quickly,Yes
5714,Shim broke after 2 months,Yes
5715,"Positive, no issues",No
5716,Shim broke after 2 months,Yes
5717,Shim worn out quickly,Yes
5718,"Positive, no issues",No
5719,Crack appeared,Yes
5720,"Positive, no issues",No
5721,Shim worn out quickly,Yes
5722,Shim worn out quickly,Yes
5723,Shim worn out quickly,Yes
5724,"Positive, no issues",No
5725,Crack appeared,Yes
5726,"Positive, no issues",No
5727,Shim worn out quickly,Yes
5728,Shim worn out quickly,Yes
5729,Crack appeared,Yes
5730,Shim broke after 2 months,Yes
5731,"Positive, no issues",No
5732,Shim broke after 2 months,Yes
5733,Crack appeared,Yes
5734,"Positive, no issues",No
5735,Shim broke after 2 months,Yes
5736,Shim worn out quickly,Yes
5737,"Positive, no issues",No
5738,Crack appeared,Yes
5739,Crack appeared,Yes
5740,"Positive, no issues",No
5741,"Positive, no issues",No
5742,Shim broke after 2 months,Yes
5743,"Positive, no issues",No
5744,"Positive, no issues",No
5745,"Positive, no issues",No
5746,Crack appeared,Yes
5747,Crack appeared,Yes
5748,Crack appeared,Yes
5749,Shim broke after 2 months,Yes
5750,Shim worn out quickly,Yes
5751,Crack appeared,Yes
5752,"Positive, no issues",No
5753,"Positive, no issues",No
5754,Shim worn out quickly,Yes
5755,Shim broke after 2 months,Yes
5756,Shim broke after 2 months,Yes
5757,Crack appeared,Yes
5758,"Positive, no issues",No
5759,"Positive, no issues",No
5760,Shim broke after 2 months,Yes
5761,"Positive, no issues",No
5762,Crack appeared,Yes
5763,Crack appeared,Yes
5764,"Positive, no issues",No
5765,"Positive, no issues",No
5766,"Positive, no issues",No
5767,Crack appeared,Yes
5768,"Positive, no issues",No
5769,Shim broke after 2 months,Yes
5770,Shim broke after 2 months,Yes
5771,"Positive, no issues",No
5772,Shim worn out quickly,Yes
5773,"Positive, no issues",No
5774,Shim worn out quickly,Yes
5775,"Positive, no issues",No
5776,Crack appeared,Yes
5777,"Positive, no issues",No
5778,Shim broke after 2 months,Yes
5779,"Positive, no issues",No
5780,Shim worn out quickly,Yes
5781,Shim broke after 2 months,Yes
5782,"Positive, no issues",No
5783,Crack appeared,Yes
5784,"Positive, no issues",No
5785,Shim worn out quickly,Yes
5786,Shim worn out quickly,Yes
5787,"Positive, no issues",No
5788,"Positive, no issues",No
5789,Shim worn out quickly,Yes
5790,Crack appeared,Yes
5791,Crack appeared,Yes
5792,"Positive, no issues",No
5793,"Positive, no issues",No
5794,Crack appeared,Yes
5795,"Positive, no issues",No
5796,"Positive, no issues",No
5797,"Positive, no issues",No
5798,Crack appeared,Yes
5799,"Positive, no issues",No
5800,Shim broke after 2 months,Yes
5801,"Positive, no issues",No
5802,Shim worn out quickly,Yes
5803,"Positive, no issues",No
5804,Crack appeared,Yes
5805,Shim broke after 2 months,Yes
5806,Crack appeared,Yes
5807,Crack appeared,Yes
5808,"Positive, no issues",No
5809,"Positive, no issues",No
5810,Shim broke after 2 months,Yes
5811,Shim broke after 2 months,Yes
5812,"Positive, no issues",No
5813,"Positive, no issues",No
5814,"Positive, no issues",No
5815,"Positive, no issues",No
5816,Shim broke after 2 months,Yes
5817,"Positive, no issues",No
5818,Shim broke after 2 months,Yes
5819,"Positive, no issues",No
5820,Shim worn out quickly,Yes
5821,"Positive, no issues",No
5822,"Positive, no issues",No
5823,"Positive, no issues",No
5824,"Positive, no issues",No
5825,Shim broke after 2 months,Yes
5826,"Positive, no issues",No
5827,Crack appeared,Yes
5828,"Positive, no issues",No
5829,"Positive, no issues",No
5830,"Positive, no issues",No
5831,"Positive, no issues",No
5832,Shim worn out quickly,Yes
5833,Shim broke after 2 months,Yes
5834,"Positive, no issues",No
5835,Shim worn out quickly,Yes
5836,"Positive, no issues",No
5837,"Positive, no issues",No
5838,"Positive, no issues",No
5839,"Positive, no issues",No
5840,Shim broke after 2 months,Yes
5841,Shim worn out quickly,Yes
5842,"Positive, no issues",No
5843,Shim broke after 2 months,Yes
5844,Shim broke after 2 months,Yes
5845,"Positive, no issues",No
5846,Crack appeared,Yes
5847,"Positive, no issues",No
5848,"Positive, no issues",No
5849,Crack appeared,Yes
5850,Shim worn out quickly,Yes
5851,"Positive, no issues",No
5852,"Positive, no issues",No
5853,"Positive, no issues",No
5854,"Positive, no issues",No
5855,"Positive, no issues",No
5856,"Positive, no issues",No
5857,"Positive, no issues",No
5858,"Positive, no issues",No
5859,"Positive, no issues",No
5860,Shim worn out quickly,Yes
5861,Shim worn out quickly,Yes
5862,"Positive, no issues",No
5863,Shim worn out quickly,Yes
5864,Shim worn out quickly,Yes
5865,Shim worn out quickly,Yes
5866,"Positive, no issues",No
5867,"Positive, no issues",No
5868,Shim broke after 2 months,Yes
5869,Shim worn out quickly,Yes
5870,"Positive, no issues",No
5871,Shim worn out quickly,Yes
5872,Shim broke after 2 months,Yes
5873,Shim broke after 2 months,Yes
5874,"Positive, no issues",No
5875,Crack appeared,Yes
5876,Shim worn out quickly,Yes
5877,Shim broke after 2 months,Yes
5878,Shim worn out quickly,Yes
5879,"Positive, no issues",No
5880,Shim broke after 2 months,Yes
5881,Shim worn out quickly,Yes
5882,"Positive, no issues",No
5883,"Positive, no issues",No
5884,"Positive, no issues",No
5885,"Positive, no issues",No
5886,Shim broke after 2 months,Yes
5887,"Positive, no issues",No
5888,Shim worn out quickly,Yes
5889,Shim worn out quickly,Yes
5890,"Positive, no issues",No
5891,"Positive, no issues",No
5892,Shim worn out quickly,Yes
5893,Shim broke after 2 months,Yes
5894,Shim worn out quickly,Yes
5895,Shim worn out quickly,Yes
5896,"Positive, no issues",No
5897,Shim broke after 2 months,Yes
5898,Shim broke after 2 months,Yes
5899,"Positive, no issues",No
5900,"Positive, no issues",No
5901,"Positive, no issues",No
5902,Shim worn out quickly,Yes
5903,Crack appeared,Yes
5904,Shim worn out quickly,Yes
5905,Shim worn out quickly,Yes
5906,Crack appeared,Yes
5907,Shim broke after 2 months,Yes
5908,Shim worn out quickly,Yes
5909,"Positive, no issues",No
5910,"Positive, no issues",No
5911,Shim broke after 2 months,Yes
5912,"Positive, no issues",No
5913,"Positive, no issues",No
5914,Shim worn out quickly,Yes
5915,Crack appeared,Yes
5916,"Positive, no issues",No
5917,"Positive, no issues",No
5918,"Positive, no issues",No
5919,"Positive, no issues",No
5920,"Positive, no issues",No
5921,Shim worn out quickly,Yes
5922,Shim broke after 2 months,Yes
5923,Shim worn out quickly,Yes
5924,Shim worn out quickly,Yes
5925,"Positive, no issues",No
5926,Crack appeared,Yes
5927,Crack appeared,Yes
5928,Crack appeared,Yes
5929,Shim broke after 2 months,Yes
5930,Shim worn out quickly,Yes
5931,"Positive, no issues",No
5932,"Positive, no issues",No
5933,Crack appeared,Yes
5934,"Positive, no issues",No
5935,"Positive, no issues",No
5936,Shim broke after 2 months,Yes
5937,"Positive, no issues",No
5938,"Positive, no issues",No
5939,Crack appeared,Yes
5940,"Positive, no issues",No
5941,"Positive, no issues",No
5942,Crack appeared,Yes
5943,Shim worn out quickly,Yes
5944,Shim worn out quickly,Yes
5945,Shim worn out quickly,Yes
5946,Shim worn out quickly,Yes
5947,Shim worn out quickly,Yes
5948,"Positive, no issues",No
5949,Shim worn out quickly,Yes
5950,Shim worn out quickly,Yes
5951,Shim broke after 2 months,Yes
5952,Shim worn out quickly,Yes
5953,Shim broke after 2 months,Yes
5954,Crack appeared,Yes
5955,Crack appeared,Yes
5956,"Positive, no issues",No
5957,"Positive, no issues",No
5958,Shim broke after 2 months,Yes
5959,"Positive, no issues",No
5960,Shim broke after 2 months,Yes
5961,"Positive, no issues",No
5962,"Positive, no issues",No
5963,Crack appeared,Yes
5964,"Positive, no issues",No
5965,"Positive, no issues",No
5966,"Positive, no issues",No
5967,Shim broke after 2 months,Yes
5968,Crack appeared,Yes
5969,Crack appeared,Yes
5970,"Positive, no issues",No
5971,Shim broke after 2 months,Yes
5972,Shim worn out quickly,Yes
5973,Shim worn out quickly,Yes
5974,Shim worn out quickly,Yes
5975,"Positive, no issues",No
5976,"Positive, no issues",No
5977,Shim worn out quickly,Yes
5978,Crack appeared,Yes
5979,Shim worn out quickly,Yes
5980,Shim broke after 2 months,Yes
5981,"Positive, no issues",No
5982,"Positive, no issues",No
5983,"Positive, no issues",No
5984,Shim worn out quickly,Yes
5985,Crack appeared,Yes
5986,"Positive, no issues",No
5987,"Positive, no issues",No
5988,"Positive, no issues",No
5989,"Positive, no issues",No
5990,"Positive, no issues",No
5991,Shim worn out quickly,Yes
5992,"Positive, no issues",No
5993,"Positive, no issues",No
5994,Crack appeared,Yes
5995,Shim worn out quickly,Yes
5996,Crack appeared,Yes
5997,"Positive, no issues",No
5998,Shim broke after 2 months,Yes
5999,Crack appeared,Yes
6000,Shim worn out quickly,Yes
6001,"Positive, no issues",No
6002,"Positive, no issues",No
6003,Shim worn out quickly,Yes
6004,Crack appeared,Yes
6005,"Positive, no issues",No
6006,Crack appeared,Yes
6007,"Positive, no issues",No
6008,Shim broke after 2 months,Yes
6009,Shim worn out quickly,Yes
6010,"Positive, no issues",No
6011,"Positive, no issues",No
6012,"Positive, no issues",No
6013,"Positive, no issues",No
6014,Crack appeared,Yes
6015,Shim broke after 2 months,Yes
6016,"Positive, no issues",No
6017,Shim worn out quickly,Yes
6018,"Positive, no issues",No
6019,Crack appeared,Yes
6020,Shim broke after 2 months,Yes
6021,Crack appeared,Yes
6022,Shim worn out quickly,Yes
6023,Crack appeared,Yes
6024,"Positive, no issues",No
6025,Shim broke after 2 months,Yes
6026,Shim broke after 2 months,Yes
6027,"Positive, no issues",No
6028,Shim worn out quickly,Yes
6029,Crack appeared,Yes
6030,Shim worn out quickly,Yes
6031,Shim worn out quickly,Yes
6032,"Positive, no issues",No
6033,"Positive, no issues",No
6034,Shim broke after 2 months,Yes
6035,"Positive, no issues",No
6036,"Positive, no issues",No
6037,Crack appeared,Yes
6038,Shim worn out quickly,Yes
6039,"Positive, no issues",No
6040,Shim worn out quickly,Yes
6041,"Positive, no issues",No
