ShimID,Diameter (mm),Production Month,Screw Parameters,Handlebar Width (mm)
5866,38,2022-02,Type A / 5mm,758
5867,29,2022-08,Type A / 6mm,640
5868,25,2022-11,Type B / 4mm,655
5869,23,2023-06,Type B / 5mm,648
5870,21,2023-05,Type C / 5mm,673
5871,33,2022-06,Type A / 6mm,750
5872,30,2023-03,Type B / 4mm,724
5873,31,2023-12,Type A / 4mm,799
5874,26,2023-02,Type C / 6mm,757
5875,29,2023-10,Type A / 4mm,679
5876,32,2023-08,Type C / 6mm,730
5877,22,2023-07,Type B / 4mm,695
5878,33,2022-06,Type C / 6mm,792
5879,22,2023-05,Type C / 4mm,765
5880,38,2022-07,Type B / 5mm,706
5881,23,2023-12,Type B / 6mm,644
5882,37,2022-06,Type B / 4mm,757
5883,31,2023-01,Type B / 4mm,661
5884,20,2022-02,Type B / 6mm,753
5885,21,2022-12,Type C / 4mm,778
5886,26,2023-01,Type B / 4mm,757
5887,25,2022-06,Type A / 5mm,786
5888,27,2023-02,Type B / 4mm,712
5889,34,2022-06,Type C / 4mm,777
5890,38,2022-11,Type A / 5mm,738
5891,25,2023-11,Type B / 4mm,720
5892,34,2022-11,Type C / 4mm,650
5893,34,2023-11,Type C / 6mm,743
5894,20,2022-01,Type B / 5mm,719
5895,33,2023-09,Type A / 4mm,789
5896,31,2022-02,Type C / 5mm,791
5897,23,2022-05,Type A / 4mm,677
5898,27,2022-06,Type B / 4mm,758
5899,37,2023-10,Type A / 4mm,744
5900,35,2022-07,Type C / 6mm,758
5901,30,2023-03,Type C / 4mm,656
5902,39,2022-05,Type A / 5mm,745
5903,39,2023-09,Type B / 4mm,761
5904,39,2022-01,Type C / 6mm,730
5905,35,2022-12,Type B / 4mm,711
5906,35,2022-08,Type A / 5mm,783
5907,36,2023-06,Type B / 4mm,796
5908,35,2023-04,Type B / 5mm,701
5909,29,2022-07,Type C / 5mm,659
5910,20,2023-01,Type B / 5mm,737
5911,24,2022-12,Type C / 4mm,712
5912,22,2023-10,Type A / 4mm,690
5913,25,2023-09,Type C / 6mm,800
5914,35,2022-11,Type B / 6mm,755
5915,40,2022-09,Type B / 5mm,711
5916,24,2023-03,Type C / 6mm,740
5917,29,2022-06,Type A / 4mm,707
5918,24,2022-12,Type C / 4mm,764
5919,28,2023-12,Type A / 5mm,727
5920,35,2023-08,Type B / 6mm,659
5921,23,2022-12,Type B / 6mm,677
5922,20,2023-09,Type B / 4mm,719
5923,34,2022-10,Type C / 5mm,682
5924,39,2022-01,Type B / 6mm,701
5925,22,2023-10,Type B / 6mm,701
5926,39,2023-03,Type B / 5mm,747
5927,27,2022-10,Type B / 6mm,662
5928,27,2023-10,Type B / 5mm,652
5929,25,2023-07,Type B / 5mm,680
5930,31,2023-10,Type C / 5mm,698
5931,30,2023-12,Type A / 6mm,702
5932,30,2023-03,Type C / 6mm,745
5933,36,2022-06,Type C / 5mm,684
5934,24,2023-02,Type C / 5mm,800
5935,26,2023-04,Type A / 6mm,778
5936,39,2023-03,Type A / 5mm,655
5937,24,2022-09,Type C / 4mm,647
5938,39,2022-06,Type A / 6mm,749
5939,40,2022-07,Type A / 6mm,670
5940,26,2022-03,Type C / 6mm,671
5941,38,2023-04,Type C / 6mm,767
5942,35,2022-05,Type B / 5mm,797
5943,28,2022-07,Type B / 4mm,731
5944,32,2022-03,Type C / 5mm,781
5945,22,2022-04,Type B / 5mm,726
5946,37,2022-04,Type A / 5mm,653
5947,33,2022-05,Type A / 6mm,676
5948,27,2023-12,Type A / 4mm,705
5949,37,2023-10,Type B / 5mm,767
5950,34,2022-11,Type A / 4mm,752
5951,21,2023-08,Type B / 6mm,656
5952,22,2022-07,Type B / 6mm,646
5953,20,2022-04,Type B / 4mm,798
5954,27,2023-12,Type C / 6mm,667
5955,32,2023-04,Type B / 5mm,763
5956,24,2023-03,Type C / 4mm,663
5957,22,2022-04,Type C / 4mm,798
5958,39,2023-06,Type C / 5mm,793
5959,24,2023-07,Type A / 5mm,641
5960,27,2023-11,Type A / 6mm,656
5961,38,2022-05,Type B / 4mm,711
5962,40,2022-12,Type A / 5mm,663
5963,23,2023-06,Type B / 4mm,642
5964,21,2022-05,Type A / 6mm,775
5965,21,2023-10,Type B / 5mm,792
5966,38,2023-09,Type B / 5mm,675
5967,35,2023-03,Type B / 6mm,682
5968,37,2022-01,Type C / 6mm,719
5969,40,2023-04,Type C / 5mm,712
5970,30,2022-12,Type B / 4mm,645
5971,32,2022-06,Type B / 5mm,717
5972,33,2023-10,Type A / 4mm,763
5973,23,2022-06,Type B / 4mm,757
5974,36,2022-01,Type C / 5mm,655
5975,26,2023-01,Type B / 5mm,670
5976,29,2022-11,Type A / 4mm,661
5977,26,2023-11,Type B / 4mm,747
5978,20,2022-11,Type B / 6mm,722
5979,28,2023-07,Type B / 6mm,684
5980,33,2022-08,Type B / 5mm,661
5981,22,2023-10,Type C / 5mm,786
5982,25,2022-09,Type C / 5mm,751
5983,40,2023-09,Type A / 5mm,710
5984,30,2022-02,Type C / 6mm,652
5985,31,2023-04,Type B / 5mm,732
5986,21,2023-01,Type A / 5mm,681
5987,33,2022-05,Type A / 6mm,722
5988,22,2023-09,Type A / 4mm,695
5989,29,2023-09,Type C / 4mm,726
5990,33,2022-10,Type C / 5mm,647
5991,23,2023-12,Type B / 6mm,700
5992,23,2022-06,Type B / 4mm,643
5993,25,2022-03,Type A / 5mm,779
5994,36,2022-03,Type A / 5mm,687
5995,36,2023-04,Type A / 6mm,791
5996,34,2022-05,Type A / 4mm,692
5997,21,2023-07,Type A / 5mm,717
5998,38,2022-07,Type A / 4mm,686
5999,28,2023-04,Type B / 4mm,661
6000,37,2023-10,Type B / 6mm,721
6001,24,2022-04,Type C / 4mm,689
6002,22,2023-05,Type C / 4mm,643
6003,38,2022-06,Type A / 6mm,760
6004,28,2023-08,Type B / 6mm,685
6005,39,2022-02,Type A / 4mm,726
6006,34,2022-11,Type B / 4mm,722
6007,32,2022-01,Type A / 4mm,680
6008,32,2023-06,Type B / 4mm,756
6009,28,2022-01,Type B / 4mm,698
6010,25,2022-04,Type B / 4mm,650
6011,21,2022-05,Type C / 6mm,660
6012,25,2023-05,Type A / 5mm,710
6013,20,2022-10,Type C / 6mm,717
6014,25,2023-11,Type B / 4mm,752
6015,34,2023-02,Type A / 4mm,769
6016,29,2023-12,Type A / 4mm,733
6017,37,2022-12,Type A / 4mm,792
6018,34,2023-09,Type B / 4mm,775
6019,21,2023-08,Type B / 4mm,782
6020,21,2022-09,Type B / 4mm,654
6021,22,2022-08,Type C / 6mm,736
6022,28,2023-11,Type C / 5mm,781
6023,34,2022-05,Type C / 6mm,706
6024,22,2022-09,Type C / 4mm,732
6025,36,2023-06,Type A / 5mm,641
6026,26,2023-12,Type C / 6mm,744
6027,26,2022-04,Type A / 5mm,793
6028,36,2023-01,Type C / 4mm,750
6029,26,2023-10,Type C / 6mm,645
6030,35,2022-09,Type C / 5mm,726
6031,24,2023-01,Type B / 4mm,676
6032,39,2022-04,Type B / 5mm,720
6033,22,2023-10,Type A / 5mm,661
6034,21,2022-03,Type C / 6mm,735
6035,30,2022-01,Type B / 6mm,783
6036,30,2023-06,Type C / 5mm,735
6037,40,2023-05,Type C / 6mm,757
6038,37,2023-04,Type C / 5mm,723
6039,25,2022-08,Type C / 6mm,732
6040,39,2023-01,Type B / 4mm,673
6041,32,2022-10,Type C / 4mm,757
6042,22,2022-07,Type B / 6mm,694
6043,28,2023-06,Type B / 4mm,769
6044,40,2022-04,Type B / 6mm,797
6045,39,2023-09,Type B / 6mm,656
6046,38,2023-05,Type C / 6mm,799
6047,32,2023-12,Type A / 5mm,683
6048,28,2023-05,Type A / 6mm,714
6049,23,2023-04,Type C / 6mm,660
6050,31,2023-08,Type A / 5mm,719
6051,20,2022-02,Type C / 4mm,776
6052,23,2023-07,Type A / 6mm,668
6053,27,2023-10,Type B / 5mm,702
6054,38,2023-12,Type A / 5mm,744
6055,30,2022-11,Type A / 4mm,717
6056,37,2023-03,Type A / 4mm,698
6057,24,2023-04,Type B / 5mm,720
6058,30,2022-09,Type C / 6mm,749
6059,29,2023-10,Type C / 6mm,727
6060,39,2023-11,Type B / 6mm,726
6061,31,2023-05,Type B / 6mm,778
6062,23,2022-03,Type B / 6mm,751
6063,34,2023-11,Type B / 6mm,680
6064,27,2022-08,Type A / 4mm,781
6065,31,2022-12,Type A / 4mm,677
6066,31,2022-12,Type C / 4mm,655
6067,32,2022-11,Type A / 4mm,774
6068,27,2023-03,Type A / 6mm,745
6069,32,2023-08,Type C / 4mm,710
6070,40,2022-04,Type B / 6mm,787
6071,39,2022-08,Type C / 5mm,763
6072,37,2023-02,Type C / 6mm,703
6073,25,2023-03,Type C / 6mm,661
6074,36,2023-05,Type C / 6mm,687
6075,30,2022-11,Type A / 5mm,757
6076,29,2023-06,Type C / 6mm,671
6077,22,2023-06,Type A / 6mm,706
6078,30,2023-09,Type A / 4mm,655
6079,38,2023-10,Type C / 5mm,788
6080,26,2022-03,Type C / 6mm,712
6081,38,2023-04,Type C / 5mm,719
6082,34,2022-11,Type C / 5mm,654
6083,29,2022-09,Type B / 6mm,767
6084,23,2022-08,Type C / 5mm,649
6085,23,2022-07,Type C / 5mm,704
6086,35,2023-08,Type A / 5mm,692
6087,22,2023-11,Type B / 5mm,664
6088,38,2022-08,Type A / 6mm,708
6089,36,2023-04,Type C / 5mm,691
6090,31,2023-03,Type A / 4mm,739
6091,39,2023-01,Type A / 4mm,733
6092,40,2023-05,Type C / 5mm,795
6093,27,2022-05,Type C / 6mm,721
6094,27,2023-04,Type B / 4mm,794
6095,34,2022-10,Type B / 4mm,704
6096,28,2023-05,Type A / 6mm,688
6097,20,2022-07,Type A / 4mm,712
6098,21,2023-05,Type A / 5mm,748
6099,31,2022-02,Type C / 4mm,698
6100,32,2022-12,Type A / 5mm,761
6101,30,2022-03,Type A / 5mm,741
6102,39,2022-12,Type C / 4mm,717
6103,32,2023-12,Type B / 5mm,701
6104,26,2022-01,Type B / 6mm,775
6105,26,2023-08,Type A / 5mm,744
6106,35,2022-05,Type A / 4mm,744
6107,35,2023-03,Type A / 6mm,772
6108,31,2023-03,Type A / 5mm,694
6109,21,2023-04,Type C / 6mm,742
6110,27,2022-03,Type A / 4mm,749
6111,23,2023-12,Type C / 4mm,640
6112,39,2023-12,Type C / 6mm,653
6113,39,2023-10,Type B / 6mm,659
6114,36,2022-06,Type A / 4mm,652
6115,29,2023-09,Type B / 4mm,793
6116,21,2023-11,Type B / 6mm,701
6117,27,2023-12,Type C / 6mm,774
6118,40,2022-10,Type B / 6mm,715
6119,38,2022-07,Type C / 4mm,641
6120,32,2023-11,Type A / 5mm,702
6121,34,2022-02,Type B / 6mm,655
6122,23,2023-03,Type C / 4mm,731
6123,28,2023-03,Type A / 4mm,790
6124,34,2023-07,Type B / 4mm,740
6125,20,2022-04,Type C / 5mm,699
6126,39,2023-05,Type B / 5mm,748
6127,35,2022-04,Type B / 6mm,725
6128,21,2022-03,Type C / 5mm,786
6129,35,2022-11,Type C / 5mm,688
6130,23,2022-06,Type B / 5mm,657
6131,33,2023-10,Type B / 6mm,771
6132,40,2022-01,Type C / 6mm,783
6133,30,2022-03,Type A / 4mm,643
6134,33,2023-03,Type B / 6mm,795
6135,29,2022-05,Type A / 6mm,765
6136,40,2023-09,Type A / 6mm,728
6137,27,2022-02,Type B / 5mm,659
6138,32,2023-05,Type A / 5mm,715
6139,31,2023-03,Type C / 6mm,687
6140,30,2023-01,Type A / 6mm,756
6141,38,2023-06,Type A / 6mm,783
6142,22,2023-12,Type A / 5mm,698
6143,22,2022-10,Type C / 5mm,798
6144,30,2022-09,Type B / 5mm,729
6145,37,2022-06,Type B / 6mm,699
6146,31,2023-09,Type C / 4mm,787
6147,26,2023-02,Type B / 6mm,723
6148,31,2023-04,Type C / 4mm,777
6149,25,2023-12,Type A / 5mm,693
6150,40,2023-04,Type C / 4mm,789
6151,31,2022-05,Type A / 6mm,716
6152,39,2022-02,Type A / 6mm,756
6153,34,2023-02,Type A / 5mm,789
6154,36,2022-08,Type B / 5mm,787
6155,27,2022-10,Type A / 5mm,757
6156,24,2022-01,Type A / 5mm,761
6157,30,2023-02,Type A / 4mm,707
6158,23,2023-03,Type B / 6mm,748
6159,24,2023-10,Type A / 6mm,727
6160,37,2022-01,Type A / 6mm,723
6161,25,2022-08,Type A / 5mm,647
6162,31,2023-01,Type B / 5mm,662
6163,32,2023-07,Type B / 6mm,750
6164,39,2023-08,Type C / 4mm,776
6165,40,2022-02,Type B / 6mm,752
6166,26,2023-10,Type B / 4mm,718
6167,37,2023-08,Type B / 6mm,654
6168,37,2022-10,Type A / 5mm,731
6169,27,2022-02,Type A / 5mm,681
6170,33,2022-09,Type A / 4mm,739
6171,34,2022-01,Type A / 6mm,742
6172,34,2023-12,Type C / 5mm,669
6173,39,2022-08,Type A / 5mm,726
6174,27,2023-09,Type A / 4mm,655
6175,36,2023-08,Type B / 5mm,764
6176,40,2023-11,Type B / 5mm,701
6177,25,2022-01,Type C / 5mm,658
6178,28,2023-04,Type B / 5mm,678
6179,23,2023-12,Type B / 5mm,800
6180,37,2022-06,Type C / 6mm,690
6181,23,2022-02,Type A / 6mm,706
6182,24,2023-03,Type A / 6mm,700
6183,32,2022-07,Type A / 6mm,648
6184,25,2023-01,Type A / 6mm,713
6185,23,2022-07,Type B / 4mm,699
6186,38,2023-04,Type B / 4mm,734
6187,20,2022-08,Type A / 6mm,797
6188,25,2023-06,Type A / 5mm,745
6189,37,2022-03,Type B / 6mm,730
6190,40,2022-06,Type B / 5mm,779
6191,23,2022-09,Type B / 5mm,725
6192,33,2022-10,Type A / 4mm,704
6193,39,2022-08,Type A / 4mm,710
6194,39,2022-09,Type C / 4mm,674
6195,33,2023-02,Type B / 4mm,798
6196,40,2022-05,Type B / 6mm,757
6197,35,2023-09,Type B / 4mm,773
6198,22,2022-11,Type C / 5mm,676
6199,29,2022-12,Type A / 4mm,685
6200,25,2022-12,Type C / 6mm,768
6201,23,2022-09,Type B / 4mm,658
6202,20,2023-04,Type C / 5mm,786
6203,32,2023-08,Type B / 5mm,688
6204,22,2023-06,Type C / 4mm,643
6205,24,2023-07,Type B / 4mm,712
6206,26,2022-07,Type C / 4mm,654
6207,28,2023-04,Type B / 4mm,654
6208,39,2022-10,Type A / 6mm,693
6209,26,2022-12,Type B / 5mm,715
6210,20,2023-10,Type A / 4mm,689
6211,26,2023-10,Type B / 5mm,640
6212,36,2023-09,Type C / 5mm,768
6213,29,2022-09,Type C / 5mm,724
6214,35,2023-11,Type A / 6mm,739
6215,30,2023-09,Type A / 4mm,659
6216,27,2023-06,Type B / 4mm,768
6217,20,2023-10,Type B / 4mm,742
6218,22,2022-12,Type B / 6mm,677
6219,22,2022-10,Type A / 6mm,795
6220,26,2022-12,Type C / 5mm,795
6221,33,2022-09,Type B / 5mm,650
6222,20,2022-12,Type A / 6mm,737
6223,20,2023-02,Type C / 6mm,668
6224,30,2022-07,Type A / 5mm,669
6225,40,2022-04,Type A / 4mm,760
6226,35,2022-12,Type C / 6mm,703
6227,27,2023-12,Type B / 6mm,664
6228,33,2023-10,Type A / 6mm,777
6229,20,2023-06,Type B / 5mm,776
6230,35,2022-04,Type A / 4mm,682
6231,39,2022-08,Type C / 5mm,686
6232,21,2022-12,Type A / 6mm,788
6233,25,2023-04,Type C / 5mm,737
6234,26,2022-09,Type A / 6mm,648
6235,28,2023-01,Type A / 6mm,756
6236,35,2023-12,Type B / 6mm,672
6237,32,2023-08,Type C / 5mm,764
6238,38,2022-05,Type A / 5mm,777
6239,24,2022-02,Type B / 6mm,743
6240,37,2022-07,Type A / 5mm,739
6241,25,2022-12,Type B / 4mm,647
6242,26,2023-01,Type B / 5mm,775
6243,36,2022-06,Type B / 5mm,794
6244,40,2022-06,Type B / 6mm,741
6245,35,2023-08,Type C / 5mm,699
6246,23,2023-01,Type A / 4mm,799
6247,25,2022-10,Type A / 5mm,690
6248,36,2022-01,Type A / 6mm,733
6249,39,2022-11,Type C / 6mm,711
6250,33,2022-07,Type A / 4mm,789
6251,37,2023-01,Type A / 5mm,736
6252,25,2023-04,Type C / 4mm,752
6253,39,2022-02,Type B / 5mm,667
6254,35,2022-10,Type C / 4mm,643
6255,25,2023-10,Type B / 6mm,733
6256,28,2023-03,Type B / 6mm,742
6257,22,2022-02,Type C / 5mm,654
6258,20,2022-05,Type A / 6mm,762
6259,30,2022-05,Type B / 5mm,666
6260,40,2022-11,Type B / 4mm,714
6261,34,2023-11,Type B / 6mm,676
6262,40,2022-02,Type A / 5mm,720
6263,38,2022-02,Type A / 6mm,683
6264,24,2023-05,Type B / 6mm,650
6265,21,2022-08,Type A / 5mm,749
6266,36,2023-10,Type A / 6mm,793
6267,20,2022-05,Type C / 4mm,790
6268,21,2022-02,Type B / 4mm,744
6269,28,2022-11,Type C / 6mm,734
6270,29,2023-02,Type C / 5mm,708
6271,38,2022-01,Type C / 4mm,700
6272,22,2023-12,Type A / 6mm,790
6273,24,2023-12,Type C / 6mm,779
6274,22,2022-04,Type A / 6mm,643
6275,28,2022-11,Type B / 5mm,691
6276,21,2023-12,Type C / 4mm,721
6277,38,2023-11,Type B / 5mm,794
6278,34,2023-01,Type C / 5mm,705
6279,25,2022-12,Type B / 6mm,780
6280,29,2022-10,Type B / 5mm,670
6281,40,2023-03,Type C / 5mm,704
6282,20,2022-06,Type A / 4mm,665
6283,23,2023-07,Type B / 6mm,721
6284,21,2023-09,Type B / 6mm,788
6285,23,2022-03,Type A / 5mm,792
6286,28,2023-10,Type A / 5mm,704
6287,26,2022-04,Type C / 4mm,664
6288,36,2022-07,Type B / 5mm,772
6289,23,2022-05,Type A / 6mm,708
6290,23,2023-07,Type A / 5mm,708
6291,34,2022-10,Type A / 6mm,753
6292,26,2022-02,Type C / 6mm,688
6293,21,2023-09,Type C / 4mm,748
6294,20,2023-06,Type A / 5mm,792
6295,32,2023-02,Type C / 5mm,749
6296,38,2023-05,Type B / 4mm,758
6297,24,2022-03,Type C / 4mm,714
6298,33,2022-06,Type A / 4mm,749
6299,32,2022-08,Type C / 5mm,734
6300,38,2023-06,Type C / 6mm,716
6301,40,2023-02,Type C / 4mm,670
6302,40,2022-07,Type B / 6mm,775
6303,28,2023-07,Type C / 5mm,702
6304,31,2023-09,Type C / 4mm,770
6305,39,2022-05,Type C / 5mm,721
6306,26,2022-01,Type A / 6mm,789
6307,39,2022-09,Type B / 4mm,735
6308,38,2023-05,Type A / 5mm,642
6309,28,2022-01,Type C / 5mm,687
6310,39,2022-05,Type A / 4mm,641
6311,26,2023-08,Type C / 5mm,691
6312,32,2023-09,Type A / 5mm,640
6313,39,2022-12,Type A / 4mm,662
6314,33,2023-05,Type C / 5mm,644
6315,27,2022-08,Type A / 6mm,697
6316,28,2023-07,Type C / 4mm,675
6317,35,2023-05,Type B / 4mm,788
6318,34,2022-11,Type C / 5mm,718
6319,23,2023-01,Type C / 4mm,655
6320,35,2022-03,Type B / 4mm,644
6321,23,2023-01,Type A / 5mm,705
6322,24,2022-01,Type B / 6mm,777
6323,37,2023-03,Type A / 4mm,799
6324,25,2023-03,Type B / 6mm,696
6325,33,2022-03,Type A / 4mm,691
6326,39,2022-01,Type B / 4mm,741
6327,26,2023-08,Type A / 4mm,683
6328,23,2023-07,Type A / 5mm,687
6329,33,2023-10,Type B / 5mm,701
6330,32,2022-12,Type A / 6mm,653
6331,20,2023-02,Type C / 4mm,685
6332,39,2022-12,Type A / 6mm,740
6333,40,2022-08,Type A / 5mm,706
6334,22,2023-11,Type C / 5mm,716
6335,32,2022-05,Type A / 4mm,750
6336,38,2023-05,Type A / 4mm,667
6337,27,2023-07,Type B / 4mm,719
6338,32,2022-08,Type A / 6mm,679
6339,32,2022-10,Type A / 6mm,718
6340,23,2022-01,Type C / 4mm,703
6341,28,2022-06,Type C / 6mm,689
6342,20,2023-11,Type B / 4mm,796
6343,31,2023-08,Type C / 5mm,687
6344,26,2022-02,Type A / 5mm,644
6345,28,2023-12,Type A / 4mm,721
6346,21,2022-04,Type A / 5mm,786
6347,27,2023-06,Type C / 4mm,730
6348,22,2023-05,Type A / 4mm,766
6349,27,2022-03,Type C / 5mm,747
6350,24,2022-04,Type C / 5mm,799
6351,37,2022-11,Type B / 4mm,780
6352,35,2023-03,Type A / 5mm,800
6353,36,2022-04,Type C / 6mm,775
6354,36,2023-05,Type A / 5mm,670
6355,29,2023-12,Type B / 5mm,661
6356,22,2023-12,Type A / 6mm,683
6357,22,2022-05,Type B / 6mm,775
6358,40,2023-12,Type A / 5mm,677
6359,24,2022-04,Type A / 4mm,644
6360,40,2022-01,Type C / 5mm,766
6361,25,2022-03,Type C / 4mm,640
6362,32,2022-04,Type A / 5mm,660
6363,37,2023-03,Type B / 6mm,741
6364,20,2023-06,Type A / 6mm,664
6365,25,2023-01,Type C / 5mm,744
6366,37,2023-08,Type C / 5mm,762
6367,21,2022-06,Type C / 4mm,757
6368,31,2022-07,Type B / 4mm,799
6369,40,2023-09,Type B / 4mm,789
6370,20,2022-09,Type A / 4mm,711
6371,37,2022-08,Type C / 6mm,675
6372,30,2023-01,Type C / 5mm,733
6373,27,2022-05,Type C / 5mm,655
6374,28,2022-12,Type A / 6mm,766
6375,21,2023-08,Type B / 4mm,689
6376,40,2022-08,Type B / 6mm,668
6377,34,2022-05,Type B / 5mm,657
6378,33,2023-02,Type C / 6mm,796
6379,36,2023-01,Type C / 4mm,692
6380,33,2023-10,Type B / 4mm,669
6381,26,2023-03,Type B / 5mm,667
6382,28,2023-05,Type B / 5mm,744
6383,30,2022-12,Type B / 5mm,698
6384,31,2023-08,Type A / 6mm,757
6385,34,2022-08,Type C / 5mm,750
6386,38,2022-05,Type A / 6mm,652
6387,23,2022-10,Type B / 4mm,689
6388,24,2022-01,Type B / 4mm,718
6389,23,2023-04,Type B / 4mm,676
6390,28,2023-11,Type B / 5mm,642
6391,33,2023-01,Type A / 4mm,731
6392,39,2023-12,Type A / 4mm,670
6393,36,2023-04,Type C / 5mm,728
6394,34,2023-07,Type C / 4mm,651
6395,24,2022-01,Type A / 4mm,681
6396,35,2022-07,Type A / 4mm,679
6397,30,2023-10,Type B / 5mm,747
6398,22,2023-08,Type C / 4mm,791
6399,23,2023-03,Type A / 4mm,670
6400,39,2023-12,Type C / 6mm,791
6401,25,2023-07,Type C / 4mm,760
6402,29,2023-05,Type A / 4mm,774
6403,35,2023-04,Type A / 6mm,696
6404,25,2023-02,Type A / 5mm,720
6405,24,2022-12,Type A / 6mm,733
6406,34,2022-07,Type C / 4mm,746
6407,30,2023-08,Type A / 6mm,650
6408,35,2022-04,Type C / 4mm,683
6409,23,2023-03,Type B / 5mm,727
6410,31,2022-05,Type A / 6mm,716
6411,40,2023-02,Type C / 4mm,731
6412,39,2023-05,Type B / 4mm,711
6413,32,2023-09,Type B / 6mm,757
6414,32,2022-01,Type A / 4mm,680
6415,30,2022-03,Type B / 6mm,709
6416,23,2023-05,Type B / 6mm,716
6417,30,2022-08,Type A / 5mm,761
6418,40,2022-12,Type A / 5mm,760
6419,23,2023-08,Type A / 6mm,759
6420,25,2022-02,Type A / 5mm,699
6421,29,2022-05,Type B / 6mm,658
6422,38,2022-05,Type B / 5mm,695
6423,39,2022-04,Type A / 6mm,770
6424,28,2023-11,Type B / 6mm,659
6425,27,2023-12,Type A / 5mm,757
6426,28,2023-09,Type B / 6mm,730
6427,37,2023-09,Type A / 6mm,771
6428,20,2022-10,Type B / 5mm,776
6429,35,2023-05,Type B / 5mm,707
6430,25,2022-11,Type A / 5mm,668
6431,39,2022-08,Type C / 6mm,794
6432,23,2022-03,Type A / 5mm,690
6433,35,2022-07,Type C / 4mm,793
6434,29,2022-08,Type B / 6mm,685
6435,33,2023-10,Type B / 4mm,710
6436,26,2022-06,Type B / 4mm,709
6437,33,2022-03,Type A / 4mm,696
6438,40,2023-05,Type B / 4mm,766
6439,40,2022-10,Type B / 6mm,799
6440,22,2022-03,Type C / 4mm,719
6441,27,2023-12,Type B / 4mm,746
6442,38,2023-06,Type A / 6mm,762
6443,28,2022-07,Type A / 6mm,746
6444,23,2022-01,Type A / 6mm,767
6445,34,2022-01,Type C / 6mm,735
6446,34,2023-11,Type B / 5mm,685
6447,21,2022-02,Type C / 4mm,779
6448,33,2023-09,Type B / 5mm,736
6449,29,2022-07,Type C / 6mm,751
6450,30,2023-05,Type A / 6mm,702
6451,29,2022-04,Type C / 4mm,713
6452,28,2022-08,Type B / 6mm,677
6453,36,2022-12,Type A / 5mm,762
6454,35,2023-09,Type A / 6mm,705
6455,39,2022-11,Type A / 5mm,667
6456,22,2022-11,Type C / 4mm,658
6457,39,2023-06,Type C / 5mm,708
6458,25,2022-02,Type B / 5mm,775
6459,40,2023-09,Type C / 6mm,747
6460,38,2022-03,Type A / 6mm,654
6461,26,2023-11,Type C / 5mm,703
6462,21,2023-09,Type C / 6mm,679
6463,25,2022-02,Type C / 5mm,765
6464,39,2022-11,Type C / 5mm,737
6465,25,2023-04,Type B / 4mm,726
6466,26,2023-10,Type A / 4mm,793
6467,23,2022-08,Type B / 6mm,773
6468,39,2023-07,Type B / 6mm,800
6469,29,2022-10,Type B / 4mm,753
6470,29,2022-08,Type A / 4mm,726
6471,37,2023-09,Type C / 4mm,749
6472,24,2023-03,Type A / 5mm,707
6473,36,2022-04,Type C / 5mm,733
6474,25,2022-05,Type B / 4mm,665
6475,27,2022-11,Type A / 5mm,757
6476,30,2022-08,Type C / 5mm,641
6477,30,2023-05,Type C / 5mm,722
6478,38,2023-08,Type C / 5mm,719
6479,40,2023-09,Type A / 5mm,653
6480,26,2022-07,Type C / 5mm,688
6481,26,2022-08,Type B / 5mm,764
6482,39,2022-02,Type C / 4mm,655
6483,34,2023-05,Type A / 4mm,747
6484,30,2022-03,Type A / 6mm,799
6485,30,2023-03,Type C / 4mm,644
6486,40,2022-01,Type C / 6mm,737
6487,33,2023-11,Type B / 6mm,643
6488,33,2022-02,Type C / 5mm,740
6489,21,2023-11,Type A / 4mm,643
6490,26,2022-04,Type C / 5mm,774
6491,20,2023-05,Type C / 5mm,701
6492,39,2023-01,Type C / 6mm,760
6493,28,2022-02,Type C / 5mm,644
6494,35,2022-04,Type B / 6mm,700
6495,33,2022-11,Type B / 6mm,786
6496,34,2022-06,Type A / 4mm,681
6497,21,2023-07,Type B / 5mm,795
6498,35,2022-06,Type C / 6mm,764
6499,39,2022-11,Type A / 4mm,695
6500,24,2023-07,Type B / 6mm,791
6501,27,2023-06,Type B / 6mm,736
6502,29,2023-06,Type C / 4mm,672
6503,38,2023-10,Type A / 5mm,702
6504,25,2023-01,Type C / 4mm,734
6505,22,2023-12,Type C / 6mm,778
6506,33,2023-09,Type B / 5mm,663
6507,38,2023-09,Type B / 5mm,720
6508,30,2023-01,Type A / 6mm,702
6509,36,2022-06,Type B / 4mm,759
6510,20,2022-04,Type A / 6mm,742
6511,39,2023-08,Type A / 5mm,689
6512,24,2023-03,Type A / 4mm,719
6513,27,2023-05,Type B / 4mm,679
6514,23,2023-08,Type C / 6mm,788
6515,22,2023-07,Type C / 6mm,736
6516,36,2023-09,Type A / 6mm,719
6517,20,2022-09,Type A / 6mm,797
6518,21,2022-01,Type B / 5mm,681
6519,24,2022-10,Type B / 5mm,665
6520,35,2023-10,Type B / 4mm,734
6521,37,2022-03,Type C / 6mm,674
6522,40,2022-08,Type A / 6mm,679
6523,34,2023-08,Type A / 6mm,777
6524,29,2023-12,Type B / 4mm,667
6525,30,2023-06,Type B / 6mm,734
6526,31,2023-11,Type B / 4mm,652
6527,27,2023-07,Type B / 4mm,675
6528,23,2023-10,Type A / 6mm,673
6529,31,2022-11,Type B / 5mm,790
